,col_labels,corr_values
4026,bf8150471,-0.04103761781640121
2620,e78e3031b,-0.04098387437225858
2269,b70c76dff,-0.040961854857929685
2230,83635fb67,-0.040956715450878124
93,21e0e6ae3,-0.04095234529507754
3203,59cafde1f,-0.04094706173169949
2036,df6a71cc7,-0.04094152586631485
689,4d31993e8,-0.040876973580609155
214,ed0860a34,-0.04085976309528017
783,a1f9d1680,-0.04085499755410752
3344,bfbc53791,-0.040842431175744064
1907,122df5341,-0.04080642668070075
2625,20551fa5b,-0.04080062555456289
4267,d66bbb5ed,-0.0407361977742724
298,f2af9300f,-0.04069660843124792
2303,199caef5d,-0.0406896607838036
1150,46b9587b7,-0.04067173225116814
2783,36a9a8479,-0.040588990089696686
1489,cda277b2a,-0.04051960776003902
3760,2de811f82,-0.04051862591252883
3639,343922109,-0.04044013401401556
796,da5c36eee,-0.040351749498606516
557,bb6260a44,-0.040345066241062155
465,75aad4520,-0.04034439824672079
2343,d4029c010,-0.040291858091862774
232,8e028d2d2,-0.04026991745304993
3831,06393096a,-0.040251791397820876
2367,542536b93,-0.04024532306529985
128,93f686d09,-0.04021329504396438
577,66728cc11,-0.04017924855791444
3591,16517c8b0,-0.040112835509005275
4273,fc9d04cd7,-0.04009357906305708
4196,5f5aef723,-0.040047230201641255
4437,0cad4d7af,-0.04003254458389674
183,68891097e,-0.04000442368031093
2480,3dd4cc7a8,-0.04000411771320673
4525,c906cd268,-0.03995166918149561
4159,6bab7997a,-0.039947149275528664
3500,34a2f580b,-0.039919776732767205
83,a939664aa,-0.03991810335552121
2121,f3b6dabf7,-0.0399017454307856
4218,c4972742d,-0.03978051356643977
2079,91de54e0a,-0.03976767036317949
2738,a924cf47a,-0.03972794810401097
46,ecdef52b2,-0.039671184995715814
4612,cac875244,-0.03966641468974092
1419,0186620d7,-0.03966372383436485
637,586b23138,-0.03965283917740019
178,c40750aed,-0.03964553728369277
3872,2288333b4,-0.03963570623912641
2798,66146c12d,-0.03962228126310218
584,052f633c1,-0.039619368913957655
3389,50c7ea46a,-0.03956595128113899
2060,2ce2a1cdb,-0.03956432117766038
1622,e8522c145,-0.03951173795623872
3810,d7d314edc,-0.039486995684910084
2952,5ee81cb6e,-0.0394673193817364
661,90e069c70,-0.03946539570515796
1582,b452ba57e,-0.03937190596918036
906,455b51392,-0.039345879108360605
533,455f29419,-0.03931947010810468
2002,86f13324d,-0.039282788739169315
2307,16b532cdc,-0.039224887702980236
80,472cd130b,-0.03919096152313988
2100,783ee6e9a,-0.039188080380147546
4422,05f99c615,-0.03918702041243307
574,2ebdfbd78,-0.03917443288385261
2012,af6ee4862,-0.03911169653062779
2940,110e4132e,-0.039094457881390314
302,4da206d28,-0.03907849375651892
2320,14d2c6d95,-0.03903091012261654
893,f6bdb908a,-0.03896112601562338
1358,fa1efdadd,-0.038940500136745944
1941,bee71cf84,-0.03893242570375205
4097,b192dacc4,-0.038915959537898316
4352,7106396d7,-0.03885163109599931
2124,493466e96,-0.03876979578931537
676,bdf773176,-0.03869421398619977
4486,7ff7d351b,-0.038660900031031106
2067,0fe78acfa,-0.03865394264919182
4231,2be024de7,-0.038634153382045885
4532,2a6e64bb9,-0.038606165381003615
932,b05eae352,-0.038569430136631715
3546,dcc269cfe,-0.03855930159385285
1886,5e1085022,-0.03854675796647588
1788,2947535d9,-0.03846994299218377
1388,05cc08c11,-0.03839988221575153
2653,45bc3b302,-0.03837522460438677
3768,8ff55a752,-0.03823462766051418
717,937854db6,-0.03821539846676621
3431,fec5eaf1a,-0.03820570443571632
424,2bf3e5c6e,-0.03818483558469366
2336,28a5ad41a,-0.03809105471760494
1691,64c6eb1cb,-0.03801704839027804
3641,422acfada,-0.037965502608459704
2259,e5a8e9154,-0.03793929437447173
1332,de23dceb1,-0.03791580193130604
4557,adf357c9b,-0.037910066152392306
1386,37f11de5d,-0.037888600235833444
2863,ab7534e84,-0.03788800008823226
4704,c24ea6548,-0.03781547491949502
3584,d9a8918f9,-0.03779817904547941
2947,97ea72529,-0.03778376486805821
3498,a24ff79e5,-0.03776287055722425
386,78bc2558b,-0.037712438706620076
3090,e5ddadc85,-0.03770668429316504
3799,62a915028,-0.03763948374447015
4251,50108b5b5,-0.03760839576732986
885,ede70bfea,-0.037564347144740745
1996,3ce1dedc9,-0.03724229320883995
3201,fe1160758,-0.03722124539232691
3168,47b5abbd6,-0.037206397926920216
2846,9b39b02c0,-0.03711619290013293
2758,834fb292d,-0.037090773300033464
478,89ebc1b76,-0.0370761390380804
4720,9437d8b64,-0.037075275883756975
1504,beb887591,-0.037014489192535374
4295,9280f3d04,-0.03700827030539694
966,199d30938,-0.03699096314777143
3071,84d9d1228,-0.03695578124968991
1522,36cde3ce8,-0.036954742957915586
3472,806dfdd51,-0.036954691751611486
1667,625525b5d,-0.03691385419335655
1670,823ac378c,-0.036910144781641396
4678,05f11f48f,-0.03687431518969674
472,1184df5c2,-0.03684976060405953
3310,ef2056ce5,-0.03684488534765586
721,c87f4fbfb,-0.036728290136635214
621,8d468092c,-0.0366875498518432
2103,fb6da0420,-0.03668686772723543
1478,8b5c0fb4e,-0.03668668642569249
1018,dd16bb1ff,-0.03667220842437038
1680,0dc333fa1,-0.036627904039100954
4042,813536f90,-0.03662529964983834
330,b0c8d785d,-0.036535976854279305
1367,45319105a,-0.03652022084309861
203,4ea447064,-0.036503705610814605
3818,8d4b52f9a,-0.03649104991183421
1357,169f6dda5,-0.03648818304381057
2696,bf0e69e55,-0.03646688428455459
895,4a14d4e94,-0.03643561479791003
4370,1fe02bc17,-0.036413717545299665
4481,b1a7086ac,-0.03632298986311085
138,665493ecc,-0.03630862582995195
3066,150504397,-0.03624977870283837
1412,b6c0969a2,-0.0362397275079953
3914,cb4f34014,-0.036228654611092
345,330006bce,-0.03619658945022628
1636,0a953f97e,-0.036134151941532584
2239,1e6306c7c,-0.0361219524783276
2182,7f174450b,-0.03608555920502978
567,350473311,-0.036057463936067215
2420,849125d91,-0.03605448756325125
1968,1ae0db9d5,-0.036032620554450355
3679,befca8b7e,-0.03602162403128303
4234,230a025ca,-0.03598778937821258
4577,2731a96a2,-0.03591266287606195
585,ebaaead05,-0.03590586068218264
3594,d918835ca,-0.035837196048827985
1758,860a95ef6,-0.03582759322342144
215,bd16de4ba,-0.03582401918111688
3754,4569d5378,-0.035802425536440204
3311,ad4e33a4c,-0.03577511809689886
2761,5271beb00,-0.03576268387370712
1365,26163ffe1,-0.03571379843120236
3308,92eb376f1,-0.035706227895382775
807,a3fc511cd,-0.03568313979789349
3792,fe5d62533,-0.03556219005886085
604,de4e75360,-0.03554928836230881
2279,8f57141ec,-0.03554091916532883
4086,949ed0965,-0.03552165995954443
1652,a74f5bb0f,-0.03551764530498497
1095,02c21443c,-0.03548398797214871
4150,da52febdb,-0.03541564706856575
3568,25613ca0a,-0.03540566037453267
2780,de0aaf6f4,-0.03536535100706838
983,9da65044c,-0.03525198430985764
767,30d424f24,-0.03523018202402735
1280,e3d64fcd7,-0.03518285258304327
1730,9306da53f,-0.035176080604079576
3871,83b151006,-0.03516740790834094
3747,2193fe798,-0.03514896927508612
4552,dd771cb8e,-0.03509512429378197
3929,839c9da76,-0.035090941011166624
2475,a8b721722,-0.03508489789724899
797,8d4d84ddc,-0.03508216311690913
90,bd550871c,-0.03507679233527032
4168,7a29b3092,-0.03507570553275379
4406,5d52b2d2b,-0.03505737067389202
1328,60cd556c9,-0.03505413412448536
733,e24e3b26d,-0.03504666701364368
2541,a760e7f65,-0.03494358662057261
297,a1995906f,-0.03489517541174244
2899,f171b61af,-0.03488116484403996
3890,6654ce6d8,-0.0348544631432835
4169,0b2db6e56,-0.034848662649339605
801,194bbc66f,-0.0347751332089502
332,b30e932ba,-0.0347640653781419
1430,b64425521,-0.03472527461181529
3044,62c319fd1,-0.03470715843636085
1960,236d276f3,-0.03466339430774033
3477,4fe8b17c2,-0.03457136793751231
1763,a8ee55662,-0.034539030329985246
752,06ec9eb8b,-0.03453647106692638
3241,6082be247,-0.03450872468266214
2574,20ef8d615,-0.03446523079143754
3870,eb4a20186,-0.03444095149033038
2980,23bedadb2,-0.03444026348444337
3333,902c5cd15,-0.034439132957281814
3621,660fdbc58,-0.03443498087571295
2575,1b55f7f4d,-0.034434040564458764
127,c679b0013,-0.03443376067561698
2076,0fbbb0d6b,-0.03438904692313645
4697,1189ee335,-0.03437194215518207
2973,1f0a4e1f9,-0.034366456654591954
846,320c3880a,-0.03435861654691817
1625,4c095683e,-0.034351027445929765
3458,22c019a2e,-0.03427428852014465
1603,d8e951a15,-0.03426985433736307
1168,08d1f69ef,-0.034232635645629866
4534,8c61bede6,-0.03422804051196741
4268,eea698cf2,-0.034161539925591934
3246,c97e9681e,-0.03415027273403562
3518,0aab2f918,-0.03412810413182093
578,61efa1e29,-0.03411589801335257
4272,3a07a8939,-0.034109166796973456
598,6b241d083,-0.03409274141382962
4303,66e323ce9,-0.034076853988409234
249,7720ab0dd,-0.03405605257486269
2536,c8c6fe1a0,-0.03402669803030394
3427,571380d69,-0.03401533358614688
2650,4c938629c,-0.033989500180011054
3291,d834302b0,-0.03395495295759522
4441,de5e5b296,-0.03390312696499192
4727,8675bec0b,-0.03388695463587157
3422,4a3da18d3,-0.033859159671478144
4726,9281abeea,-0.033834983409422995
1188,55741d46d,-0.03378779839138824
3817,8e5a41c43,-0.033787706687139214
3769,951ef1246,-0.03376691793672094
1764,4672a8299,-0.03375422918486575
3790,bb6a5b6e2,-0.03373485441583385
2914,6562e2a2c,-0.03369704633129189
3391,74d7f2dc3,-0.03365359743254521
4355,32138f717,-0.03364682384996338
3493,5f5cfc3c0,-0.03360681215006033
3514,13bdd610a,-0.033538961972626125
3248,9bb02469c,-0.033521449184959175
4497,69900c0d1,-0.033460200400387205
2548,e8f43b3ab,-0.033437188041317595
775,4aafb7383,-0.03342298114007611
360,3aab2691c,-0.03341979947407071
4721,5831f4c76,-0.03340694807429897
3940,129fe0263,-0.03339039631701787
4589,b8f892930,-0.0333653031564194
2648,dc60842fb,-0.033365275110857434
2984,23db7d793,-0.03336015621877433
2779,5f04745bf,-0.03331955475731887
2059,2c6c62b54,-0.03330924813372762
71,26b423c42,-0.0333013616413649
3156,4d3fb93d9,-0.03326822699320332
1657,f51378159,-0.033252677807138184
2061,a7bbfdace,-0.033230694413172876
1356,57dd44c29,-0.03321828232636387
2215,2ba3b18ee,-0.03316589158661521
339,8f3807320,-0.03313595467684714
1821,0afb0ddcc,-0.033010300609677565
711,3c649dad8,-0.033008908064667365
713,56f619761,-0.032979803469555445
2127,f2c0fa7cf,-0.03296333861225966
826,9aa27017e,-0.03288926659017035
2365,6d82c5c16,-0.03288782403378115
502,f6a05ad95,-0.03288227419019273
2902,c4255588c,-0.032876784182751424
1737,8f940cb1b,-0.032843519188831376
2104,3cae817df,-0.032715502687350254
4301,19543bce7,-0.032684562216962094
623,fb5e79385,-0.032680670025444496
683,1d9b78b9c,-0.03265954759107877
2152,776c262ad,-0.032654464972868905
136,ef6fab1bc,-0.03262642187610961
1976,1e16f11f3,-0.03257437844154463
4161,4e21c4881,-0.032557292227518256
666,2a3763e18,-0.03255530239468054
2686,14c2463ff,-0.03241434808718225
1971,932d0f56b,-0.03235358135441252
1571,03ee30b8e,-0.0323389278404722
2753,1c6c0ffb1,-0.032322315532915154
1734,3a90540ab,-0.03228345134880444
3267,91fd68481,-0.03227402750674964
3801,1ac1a10d6,-0.03213466150192128
2348,da22ed2b8,-0.032089978326784424
724,b58127585,-0.032084085352077144
4331,431e67099,-0.03201582645999731
244,51ebff825,-0.03198458822975186
36,316b978cd,-0.03196820110624429
4167,fe73d7d41,-0.031928687105913595
154,6679fe54f,-0.03190033385983525
411,a6e871369,-0.03188334484712706
4134,99df18cb2,-0.031853850754736276
1028,79e0c374a,-0.03182236271962757
4037,45b68f38e,-0.031808186970835484
1217,e8b599c85,-0.03180153896407019
441,f72edfb37,-0.03175804364301307
1662,3027b873d,-0.031737666461403226
4226,86eb6ec85,-0.03171290081526216
1544,dc07f7e11,-0.0317076639598637
2877,2087ed398,-0.031680855394098185
1962,c680e9350,-0.03166685928220451
3764,67ddf8bdd,-0.031621641545114675
2081,5d8a2a27d,-0.03161335988184528
928,6f88afe65,-0.031569723893117116
1378,73361d959,-0.031543987484425884
3819,ef38209dc,-0.03154174317459044
3255,b6636b458,-0.03151452864850383
2086,8c615f784,-0.03148452823573248
2107,3d6d38290,-0.03147644038351623
916,f9c3438ef,-0.03147232208410959
3144,e7c0cfd0f,-0.03146081885465661
1676,235163358,-0.03140580743497623
2866,43782ef36,-0.03138890888647774
3879,e0a18e5b6,-0.03138738626823045
3159,e70581bed,-0.03138674387640534
1409,9ddb5842c,-0.03137521707191043
2096,f357f5ffb,-0.031354864166368915
383,ee7c4db36,-0.03135194165058575
3690,9f7b782ac,-0.0313244989864724
3978,fb59499f9,-0.03130116311095131
1893,1401de8c2,-0.03129423051575784
3192,5580c77b0,-0.031282184584664884
400,ae72cba0a,-0.03127767479960357
4165,7e0fd6d92,-0.03127522040331327
3809,5190d6dca,-0.03120881356427719
4320,4377d117c,-0.03120152936726515
2181,e6b8645c7,-0.031121233236677023
3714,1b20c5c27,-0.031060805092163066
951,7f41309db,-0.031044618756384337
2632,82ade3db6,-0.030931021236002873
229,7210546b2,-0.030913884192128396
3209,718f26ed2,-0.030887548108772072
2020,4a0e1a740,-0.03085733829836465
3152,8c8616b62,-0.030848444469833248
3369,b0dedf365,-0.030749250707657317
1859,4ca7f1312,-0.030726498046000545
407,1d4d5cd4a,-0.03068579071563748
1755,32b64ff51,-0.03065038983466003
1944,89cebceab,-0.03064578277006058
2395,932b61d77,-0.030578832542716504
3446,45226872a,-0.030564819062765574
3387,86f0ede14,-0.0305630488819701
1708,4a3c29696,-0.03046870253911164
3515,57535b55a,-0.03043437012848127
420,7623d805a,-0.030429369679013857
2855,c944a48b5,-0.0303877285618416
2946,6eaea198c,-0.030384881144959876
602,b4df10c6c,-0.030348041081285193
51,dfdf4b580,-0.030300862425553802
4710,88458cb21,-0.03029538533772851
1873,175795887,-0.030295187502338256
1828,2d4684f51,-0.03025751795290395
2226,2c1ed7d88,-0.030254144918372826
4324,5fb9cabb1,-0.030250702177730106
4248,cf466bdd6,-0.03023877787605534
4375,67102168f,-0.030208225837562382
2878,a93118262,-0.030204419659314512
2274,d3a116347,-0.03018060593220159
2595,c4e5eb1f1,-0.030151434332606947
812,dc81173e9,-0.030119586172929973
35,822e49b95,-0.030116324200023397
3828,5cbf1b3ea,-0.030111987419057653
2102,e0b968d7b,-0.03011023919978173
3212,1614f0f84,-0.030084171221932705
2187,1da5c1b6b,-0.030062954936144245
39,ec863cb52,-0.030023356334029545
1643,38ec5d3bb,-0.03001650323411058
1592,225fa9d61,-0.03000058515513262
130,e034322f0,-0.029990717848190865
609,1e783ae1e,-0.02993188630177116
969,680159bab,-0.02992573590964666
1664,9e711a568,-0.029916586990070285
235,2991c6c02,-0.02990360011246497
3626,2d5b0ff08,-0.02974016374960204
825,3c8a3ced0,-0.029725345420181067
534,38f49406e,-0.029720435783766378
950,649ba759c,-0.029701132519284204
1120,b96c4256a,-0.029700633687444005
268,d2919256b,-0.029673270622208696
157,af1d28337,-0.02966138207044567
2380,ce724eda8,-0.029622767704834452
3765,0c545307d,-0.029582108842765797
4244,9a07d7b1f,-0.029545069164420575
1252,39d765b49,-0.029535732422202463
1199,36ba6bac3,-0.02951689113813308
4582,89e7dcacc,-0.029512496304340295
133,73a32cd05,-0.029486348670460523
7,6ee66e115,-0.02948180569693456
1575,c6850e7db,-0.029442344594858373
4642,9d9e518a3,-0.029433207116146595
3064,df03d1653,-0.029430486773858174
2190,8a158bbb8,-0.029411619392100574
1139,1b6c8debf,-0.029389952754682463
4670,b3058e9ba,-0.029379449556649798
3657,74507e97f,-0.02936841489184027
3851,42b147ade,-0.029326066267886138
3688,2e3c96323,-0.029318387962487473
3530,da840ba8e,-0.02931350902498213
100,aab0aeb4b,-0.029293005839800892
3080,6ba70f5f8,-0.029286310892734823
4047,c55eb4392,-0.02927729392302182
3101,6045a2949,-0.029256181924842275
2078,406a11b5a,-0.029236674212499543
947,d5afd4fc5,-0.029221121998036583
3937,469630e5c,-0.029212003034575378
901,a20b1603b,-0.02919461204628019
1640,306794b9b,-0.029184307036497114
4417,ea4046b8d,-0.02917509855492059
2605,5ac7e84c4,-0.02910538538265935
3800,57caa8dd6,-0.029099019362778172
4048,d7db08081,-0.02905985401520346
4012,f14a940a2,-0.02903780117271729
1242,9d5af277d,-0.029032472978370402
4436,609784003,-0.028942225685935262
2162,6e282f92e,-0.028923192978566683
1690,d6d63dd07,-0.02892043617617383
4006,a5c62af4a,-0.028898273684753013
4706,2a879b4f7,-0.028887953253515692
1411,9e88cfd02,-0.028865721348805416
2568,c25078fd7,-0.028865521679281542
3284,417fdb325,-0.028863733619215164
4262,6495d8c77,-0.02885129778137944
3900,786351d97,-0.028828095718311318
3204,86558e595,-0.028789883548185385
4705,cdfc2b069,-0.02877794602749159
1475,de66047b0,-0.02874394387480267
2521,dc61677e5,-0.02873831305022842
1007,121d8697e,-0.02864979695365057
1725,7961b255d,-0.02859599137522782
1807,961b91fe7,-0.028532904853169894
4209,424409985,-0.028529449995863033
1938,d7875bb6c,-0.02852266595927982
3487,fb2ab1513,-0.028511537773585394
4260,f39074b55,-0.02849233424277205
457,798a8e92e,-0.02848923215015178
4675,ef30f6be5,-0.028467516456728893
2797,bfe5872ea,-0.028434877954272866
610,3fe84d157,-0.02843001899305526
317,770bef1c6,-0.02842841662469622
4028,1d04efde3,-0.028413054318289107
1939,2ed7f4cca,-0.02833610048689271
47,c36bcacc5,-0.028325702618923018
3102,d14ac08a8,-0.028317658580225624
56,feed9d437,-0.028316627250760593
3279,11c01e052,-0.028294314656360862
3609,eecf06d47,-0.028245929412419827
4734,9fc776466,-0.028219008890051682
1158,a28164ed4,-0.02821634433717155
3325,69e8244a3,-0.02820255053358369
3432,9fa984817,-0.028188478512840023
4561,593cccdab,-0.028151300042149354
4319,05e427fe8,-0.02814262608916463
4018,0c49d75af,-0.028139249320915594
2860,a2da3c1d5,-0.02811705075766351
3698,818fce796,-0.028101487864059027
2327,236cc1ff5,-0.02810133341185442
3274,a498f253f,-0.02808611392982137
2048,a43c53c45,-0.02807991266905922
2919,9401c82a9,-0.028074193857845684
3173,22eb11620,-0.02806206153130548
3408,5f9879270,-0.028054827026504296
240,c38ca8ae3,-0.028007805564520625
704,3429412c2,-0.028005062926357082
2384,e1d6a5347,-0.027961404373979797
85,a72e0bf30,-0.027904343169757928
2476,6d773e96f,-0.027890974390100402
1889,3c209d9b6,-0.027877802168152086
1814,2155f5e16,-0.027866115846856436
2394,cb72c1f0b,-0.027838068778047044
699,eb5a2cc20,-0.027814234601641463
3566,532740e5d,-0.027806817794376538
4034,338651bd1,-0.027805820781236303
638,d5dcaa04a,-0.02778940871451382
2255,c07f4daba,-0.027758406873698474
4646,de471ea65,-0.027745517834946495
1818,cca45417f,-0.027744418685729716
2974,e52260590,-0.027726677379060767
1251,4a6f8b2c1,-0.027708450772535805
4684,1834f29f5,-0.027700645265761596
1051,85505df26,-0.02769547735273992
4418,e5b2d137a,-0.027673563411248145
3973,42ebbcafa,-0.02764914629829994
1318,8909b68e1,-0.027642934772231818
4572,df221f22b,-0.027615583781868434
3920,bbcb92ecf,-0.027597702697054815
2908,df3cf10bd,-0.027590784418776246
2542,caa9883f6,-0.02755835316589481
4250,79e55ef6c,-0.027549900375623663
3554,b96718230,-0.027506541079323685
665,3c6980c42,-0.027499367779430565
1929,0738fe5ff,-0.027484679703483415
2774,b0cdc345e,-0.02748011295890473
1346,864b62f7d,-0.027466662171360005
1743,5bc10886b,-0.027463250015964523
2072,4b15885d8,-0.027430180796451483
3390,892f6f03e,-0.02742972449874065
1574,d8e8397ce,-0.027417835423990768
3495,e1e8947d8,-0.027407209203470083
592,a235f5488,-0.027366639499518588
1382,b27faa35e,-0.02733956538223597
4094,b67c7783e,-0.027279087477287568
908,3be4dad48,-0.027269352276763272
3292,46e10e042,-0.027238680384220653
274,aac0c81ba,-0.027236505690139346
4543,2d29edb0a,-0.027218113953026882
3858,9ce50845b,-0.02720586000807188
3789,226c80ec4,-0.027201726373975034
314,65aa7f194,-0.027187292908911337
3341,f366072e4,-0.027183343491441015
726,5b9e32dbe,-0.02716017306847042
1212,fb5f5836e,-0.027154117863057763
2001,adf9455bf,-0.02715401236025011
3836,c6dc522f9,-0.02713218164238055
2633,0e44d3981,-0.027102270303089218
2409,54428f346,-0.027069427102725595
714,b15a468b2,-0.0270527676499425
3260,1b1a893f5,-0.02703493187898154
1062,7288c5f8c,-0.02701330679321871
1319,867c937bb,-0.02701053663262612
4077,8794c72c8,-0.027001637581191038
945,c7525612c,-0.02695674287744152
279,2ab5a56f5,-0.02695505173786798
642,95837bbfb,-0.02694114665419487
1492,4d2671746,-0.02687484609304775
2982,4d294d2cf,-0.026858881289063715
3162,21b0cdc34,-0.026849019691003326
4098,daa3126d6,-0.026845535485433072
3048,b72e8547e,-0.02682601211102496
3842,0809c8241,-0.02680539235118245
4528,c24634d56,-0.026800408542209872
2439,8f6514df0,-0.026758960576794208
889,070f95c99,-0.026692031510461713
745,d5754aa08,-0.026687603225165835
2910,75e55b7a9,-0.026671856747189155
1472,916d17652,-0.02666475266941259
179,22a123588,-0.026595277392022294
2726,fbe583de5,-0.02652306361577071
4449,34b2a678e,-0.026471275764101628
3163,adbe5fd20,-0.026407079638988192
2136,200bc2176,-0.026399304082223733
2626,b89f520ad,-0.02639695886338976
3473,3621a6388,-0.026378832779967262
1699,129ce57a8,-0.026377155679037104
4579,a3fb07bfd,-0.02636780125707034
4118,52588de80,-0.026361115882603765
432,859993c8b,-0.026347043809572444
815,ceba761ec,-0.026317254569955296
2160,1f79c78fc,-0.0262609965275329
401,8c309c553,-0.026247786430117572
449,377a76530,-0.026247135183534283
4616,4fe67672e,-0.02621260614446595
1436,155912a6b,-0.026193077732774333
1599,95bbebdd4,-0.026170970176363904
4409,2ab9356a0,-0.0261702567535655
2799,799625b2f,-0.02616473618494245
1546,f80259ab3,-0.026149228888929288
451,5719bbfc3,-0.026143851333772023
2565,3d23e8abd,-0.02610307347441369
2900,203c64df6,-0.02609031463548375
909,54d3e247f,-0.026069367979822577
2236,22dbe574a,-0.02605570680775754
1722,7e78d546b,-0.02602971707646393
380,9ba5eb33d,-0.02602390452601626
350,9bd66acf6,-0.0260098639933993
2592,0b1741a7f,-0.025997875197255448
4289,91570fb11,-0.025969872755921733
2646,a2d707f4e,-0.025913582595027615
1888,c3f400e36,-0.025896379385705146
3273,47d17d395,-0.025839310562403177
763,eff61d061,-0.02582475941611775
3232,489dde24b,-0.025797210708271553
4312,87380f99d,-0.02579472529901457
1687,f1ac784e3,-0.025768247595807415
24,c88d108c9,-0.025754187104446886
1555,e07ee6287,-0.02570629462125357
1850,5a1589f1a,-0.025665446946337725
1609,0f7ae26ce,-0.025665068553579282
3452,3f4a39818,-0.02564161345331784
4342,b379107b3,-0.025604819484324453
212,94e87cc26,-0.02559368237562169
3348,3132de0a3,-0.025590097099235327
4402,1f26f0f73,-0.025582578801921264
415,9c6bf2983,-0.02557083772504097
1103,65f701080,-0.025553619587805984
3076,0926408ae,-0.02553883108166188
3859,804dd7afe,-0.025527060655713273
4263,b22288a77,-0.025492515208907475
4228,abb30bd35,-0.02549051792251025
3151,346e3d609,-0.025486653684218322
4668,5964f1856,-0.025480323794444485
1414,e9a1cb188,-0.025447288233973155
4672,dcfcddf16,-0.02544008788912632
3805,de94ac9c7,-0.025387497869875042
58,7298ca1ef,-0.025387144429567833
2047,57e01acca,-0.025381559155236467
1885,904907a8f,-0.02537480209861657
1100,64226e620,-0.025273835367335854
2197,914d2a395,-0.02527211780000719
72,0656586a4,-0.025203493827920892
2517,916ac9986,-0.025200958230575974
2815,3e568d6c3,-0.02519591899298731
1025,f17ff4efd,-0.025190717126071935
2790,2a71f4027,-0.025174050882372425
3287,f10717d56,-0.025171754243463677
1246,371da7669,-0.02514845313909269
622,9581ec522,-0.02514774649148363
2698,a7bc83f57,-0.025147071436534333
2170,21af91e9b,-0.025142500541402903
1393,ce53d1a35,-0.025141732449397075
1301,55e30b08f,-0.02511734773324076
1596,dd84674d0,-0.025074394604577742
1823,a1a0084e3,-0.02503175319761131
1819,df5f5272a,-0.02501377418682005
2398,504e4b156,-0.025006942832421043
64,964335fdf,-0.024976922744907665
78,f115e74c0,-0.02496664911158993
1112,d28549f40,-0.024927961116647444
4049,aa7223176,-0.02492712802201761
1361,79cc300c7,-0.024921803160943633
1187,2cdaafb1a,-0.02492058085338492
3150,4ceef6dbd,-0.024855849534375682
2277,f6523474a,-0.02485167116940455
579,76bfb8732,-0.024837014836495582
286,c5dacc85b,-0.024803823539229636
761,944e05d50,-0.024793777011131033
759,013127235,-0.024792720743912786
444,f9b482e8b,-0.02475836250835995
2756,0989e152f,-0.02475313945132947
3915,c0032d792,-0.024691525640043246
4662,09184c121,-0.024688363019501062
4544,87a91f998,-0.024638977992405265
755,ce0ee5a89,-0.024633556498775782
1463,a39758dae,-0.02461730081566057
3306,3b911747c,-0.024596053200752224
878,8fc7efaf0,-0.024560809851987442
688,1857fbccf,-0.02453757182386597
124,604ac0633,-0.024526227641630146
2064,8be66d97d,-0.024517876285760527
2560,f990bddac,-0.024500122596231654
2823,99e779ee0,-0.024496086666148498
2505,849c542c3,-0.024494495041714907
3395,b914cfbb4,-0.024470964983288025
2563,4e4e9d21b,-0.0244373718374366
150,59dfc16da,-0.024415992687785444
4630,2123a2089,-0.024415593358677472
1403,b19e65a65,-0.024414409399356355
2530,031490e77,-0.024412871015196545
1846,28a785c08,-0.02440596629118349
4104,95cdb3ab7,-0.024372019379551243
903,6fa35fbba,-0.02437192518836379
3744,9c4073190,-0.024371039828301685
599,a6fd11a84,-0.024359940747746226
1263,7650524a3,-0.02435419200233266
3550,2747680a8,-0.0243520981493226
3569,7196ddee8,-0.02433420735404443
1943,29ae0b048,-0.02433420735404443
1215,f8ccfa064,-0.02432869118909233
4442,a5565ec7d,-0.024313033417186134
2816,346c04a64,-0.02430785921057544
2991,54f26ee08,-0.024293769798262765
1366,0741f3757,-0.024283156180333776
4200,a98f8a4ca,-0.024279594866272108
762,6a34d32d6,-0.02423068718976889
1245,07c9d1f37,-0.024205896251968624
2687,b8374ee4b,-0.024202722866283253
2426,b261b0abe,-0.02417672461752362
1598,940c3b22f,-0.024159643456239232
1202,956d228b9,-0.024158303609560675
2278,13ee58af1,-0.024125391181538895
1619,f32763afc,-0.024105405158313782
3442,720f83290,-0.02409733547352749
168,72505ebb2,-0.024087369914089277
3001,982210169,-0.02408357734823735
3519,96d9b7754,-0.024072418697403525
1324,9b8eff1d7,-0.02407102626984829
4530,ffa45bf70,-0.0240432675243691
1497,5c1f412ce,-0.024014899958975645
4276,3fd2b9645,-0.024013486125425282
1524,e88913510,-0.023976811830322665
1209,dcc181073,-0.023973441965247023
4315,36c3157a7,-0.023973441965247023
2786,118930f35,-0.023894566384617594
2468,b9928ec6a,-0.02389390825182191
4266,651124842,-0.023880382184098423
4339,79c8119ae,-0.023877444862713697
1026,0a7ef2f9b,-0.023845677811781475
1498,e75a24ec3,-0.023834530719798266
3034,160a40431,-0.023816673920055337
896,7e814a30d,-0.023815249830216184
1348,9b26736c3,-0.023808309758438156
4116,397621ffa,-0.023804696864035333
3958,71898f32e,-0.02377328771368114
3617,5ac278422,-0.023768464251468925
4361,1bf6240eb,-0.023725432261451938
2705,ffd50f0bf,-0.023717434475302706
3987,65753f40f,-0.023699935334407576
1848,22b3a9853,-0.023696664458812366
1355,77bc11659,-0.023695805859333417
3682,973663d14,-0.023690171255248266
